napcs_code,bea_2017_commodity,weight,resolution,napcs_description
2002000000,311224,1.0,NAICS_2007_Code,"Manufacturing of soybean cake, meal, flour, grits, and other byproducts"
2002000003,311224,1.0,NAICS_2007_Code,Manufacturing of soybean cake and meal
2002000006,311224,1.0,NAICS_2007_Code,Manufacturing of soy flour and grits
2002000009,311224,1.0,NAICS_2007_Code,"Manufacturing of other soybean products, including isolates and concentrates"
2002000012,311224,1.0,NAICS_2007_Code,Manufacturing of soybean lecithin
2002025000,311224,1.0,NAICS_2007_Code,"Manufacturing of cottonseed cake, meal, and other byproducts"
2002025003,311224,1.0,NAICS_2007_Code,Manufacturing of cottonseed cake and meal
2002025006,311224,1.0,NAICS_2007_Code,Manufacturing of cottonseed byproducts
2002050000,311224,1.0,NAICS_2007_Code,"Manufacturing of other vegetable oil mill products (excluding oils and products for animal feed), including linseed, peanut, sunflower seed, and all other oilseed cake and meal"
2002075000,311221,1.0,NAICS_2012_Code,Manufacturing of crude and partially refined corn oil
2002075003,311221,1.0,NAICS_2012_Code,Manufacturing of crude corn oil
2002075006,311221,1.0,NAICS_2012_Code,"Manufacturing of once-refined corn oil, after alkali or caustic wash, but before deodorizing or use in end products"
2002100000,311224,1.0,NAICS_2007_Code,"Manufacturing of crude soybean oil, degummed"
2002125000,311224,1.0,NAICS_2007_Code,"Manufacturing of soybean oil, other types"
2002125003,311224,1.0,NAICS_2007_Code,"Manufacturing of crude soybean oil, not degummed"
2002125006,311224,1.0,NAICS_2007_Code,"Manufacturing of soybean oil, once-refined (after alkali or caustic wash but before deodorizing or use in end products)"
2002150000,311224,1.0,NAICS_2007_Code,Manufacturing of crude cottonseed oil
2002175000,311224,1.0,NAICS_2007_Code,"Manufacturing of cottonseed oil, once-refined (after alkali or caustic wash but before deodorizing or use in end products)"
2002200000,311224,1.0,NAICS_2007_Code,Manufacturing of other crude and partially refined oils
2002200003,311224,1.0,NAICS_2007_Code,"Manufacturing of other crude vegetable oils, including linseed, peanut, sunflower, safflower, etc."
2002200006,311224,1.0,NAICS_2007_Code,"Manufacturing of other vegetable oils, once-refined (after alkali or caustic wash but before deodorizing or use in end products)"
2002225000,311225,1.0,NAICS_2012_Code,"Manufacturing of vegetable oils, once-refined and deodorized only"
2002250000,311221,0.5,NAICS_2012_Code,Manufacturing of fully refined fats and oils
2002250000,311225,0.5,NAICS_2012_Code,Manufacturing of fully refined fats and oils
2002250003,311225,1.0,NAICS_2012_Code,"Manufacturing of baking or frying fats (shortening), 100 percent vegetable oil, edible"
2002250006,311225,1.0,NAICS_2012_Code,"Manufacturing of baking or frying fats (shortening), 100 percent animal fat or blends of vegetable oil and animal fat, edible"
2002250009,311225,1.0,NAICS_2012_Code,"Manufacturing of hydrogenated oils (for confectionery fats, mellorine fats, whipped topping, etc.), excluding baking or frying fats, edible"
2002250012,311225,1.0,override,"Manufacturing of partially hydrogenated soybean cooking or salad oil, fully refined and deodorized, edible"
2002250015,311225,1.0,NAICS_2012_Code,"Manufacturing of other soybean cooking or salad oil, fully refined and deodorized, edible"
2002250018,311225,1.0,NAICS_2012_Code,"Manufacturing of cottonseed cooking or salad oil, fully refined and deodorized, edible"
2002250021,311225,1.0,NAICS_2012_Code,"Manufacturing of mixtures of vegetable cooking or salad oil, fully refined and deodorized, edible"
2002250024,311225,1.0,NAICS_2012_Code,"Manufacturing of all other cooking or salad oil, fully refined and deodorized, edible"
2002250027,311225,1.0,NAICS_2012_Code,"Manufacturing of all other fully refined shortening and cooking oils, edible, including oils used for margarine"
2002250033,311221,1.0,NAICS_2012_Code,"Manufacturing of fully-refined corn oil, including margarine oil"
2002275000,311225,1.0,NAICS_2012_Code,"Manufacturing of margarine, butter blends, and butter substitutes"
2002300000,31161A,1.0,NAICS_2012_Code,Manufacturing of lard
2002300003,31161A,1.0,NAICS_2012_Code,"Manufacturing of lard, consumer sizes (containers 3 pounds or less)"
2002300006,31161A,1.0,NAICS_2012_Code,"Manufacturing of lard, commercial sizes (containers 3 pounds or more)"
2002310000,311300,1.0,NAICS_2007_Code,Manufacturing of milk chocolate coatings
2002325000,311300,1.0,NAICS_2007_Code,Manufacturing of sweet and liquor chocolate coatings
2002325003,311300,1.0,NAICS_2007_Code,Manufacturing of sweet chocolate coatings
2002325006,311300,1.0,NAICS_2007_Code,Manufacturing of liquor chocolate coatings
2002350000,311300,1.0,NAICS_2007_Code,"Manufacturing of confectionery coatings (made chiefly from cocoa and fats (excluding coatings made from cocoa butter)), including ice cream coatings"
2002400000,311300,1.0,NAICS_2007_Code,"Manufacturing of sweetened chocolate, excluding coatings"
2002400003,311300,1.0,NAICS_2007_Code,"Manufacturing of sweetened chocolate, excluding coatings, in consumer-sized packaging"
2002400006,311300,1.0,NAICS_2007_Code,"Manufacturing of sweetened chocolate, excluding coatings, in commercial packaging and in bulk"
2002425000,311300,1.0,NAICS_2007_Code,"Manufacturing of unsweetened chocolate and sweetened and unsweetened cocoa powder, excluding coatings"
2002425003,311300,1.0,NAICS_2007_Code,"Manufacturing of unsweetened chocolate, excluding coatings"
2002425006,311300,1.0,NAICS_2007_Code,"Manufacturing of sweetened (or mixed with other substances) cocoa powder, in consumer-sized cans or packages"
2002425009,311300,1.0,NAICS_2007_Code,"Manufacturing of sweetened (or mixed with other substances) cocoa powder, in commercial packages and in bulk"
2002425012,311300,1.0,NAICS_2007_Code,Manufacturing of unsweetened cocoa powder
2002450000,311300,1.0,NAICS_2007_Code,"Manufacturing of cocoa butter, liquor, and cocoa base chocolate syrup"
2002450003,311300,1.0,NAICS_2007_Code,Manufacturing of cocoa butter
2002450006,311300,1.0,NAICS_2007_Code,Manufacturing of chocolate liquor base syrup
2002450009,311300,1.0,NAICS_2007_Code,Manufacturing of cocoa powder base chocolate syrup
2002475000,311300,1.0,NAICS_2007_Code,Manufacturing of chocolate candy and chocolate-type confectionery products
2002475003,311300,1.0,NAICS_2007_Code,Manufacturing of solid chocolate and chocolate-type confectionery products
2002475006,311300,1.0,NAICS_2007_Code,Manufacturing of solid with inclusions chocolate and chocolate-type confectionery products
2002475009,311300,1.0,NAICS_2007_Code,"Manufacturing of enrobed or molded with candy, fruit, nut, or granola center, chocolate and chocolate-type confectionery products"
2002475012,311300,1.0,NAICS_2007_Code,"Manufacturing of enrobed or molded with a bakery product center, chocolate and chocolate-type confectionery products"
2002475015,311300,1.0,NAICS_2007_Code,Manufacturing of panned chocolate and chocolate-type confectionery products
2002475018,311300,1.0,NAICS_2007_Code,Manufacturing of assortments and all other chocolate and chocolate-type confectionery products
2002500000,311300,1.0,NAICS_2012_Code,"Manufacturing of nonchocolate-type bar goods, granola bars, package goods, specialties, etc."
2002500003,311300,1.0,NAICS_2012_Code,"Manufacturing of hard candy, nonchocolate-type confectionery products"
2002500006,311300,1.0,NAICS_2012_Code,"Manufacturing of chewy candy (including granola bars), nonchocolate-type confectionery products"
2002500009,311300,1.0,NAICS_2012_Code,"Manufacturing of soft candy, nonchocolate-type confectionery products"
2002500012,311300,1.0,NAICS_2012_Code,Manufacturing of iced/coated nonchocolate-type confectionery products
2002500015,311300,1.0,NAICS_2012_Code,"Manufacturing of panned, nonchocolate-type confectionery products"
2002500018,311300,1.0,NAICS_2012_Code,"Manufacturing of licorice and licorice-type, nonchocolate-type confectionery products"
2002525000,311300,1.0,NAICS_2012_Code,"Manufacturing of other nonchocolate confectionary-type products, such as glace, candied, and crystallized fruits, fruit peels, nuts, marshmallow cream, and cough drops (excluding pharmaceutical-type)"
2002550000,311300,1.0,NAICS_2012_Code,"Manufacturing of chewing gum, bubble gum, and chewing gum base"
2002550003,311300,1.0,NAICS_2012_Code,"Manufacturing of chewing gum and bubble gum, nonmedicated, containing sugar"
2002550006,311300,1.0,NAICS_2012_Code,"Manufacturing of chewing gum and bubble gum, nonmedicated, not containing sugar"
2002550009,311300,1.0,NAICS_2012_Code,Manufacturing of chewing gum base
2002575000,311410,1.0,NAICS_2012_Code,Manufacturing of frozen fruits
2002600000,311410,1.0,NAICS_2012_Code,"Manufacturing of frozen vegetables, other than potato products, including frozen vegetables packaged with pasta"
2002625000,311410,1.0,NAICS_2012_Code,"Manufacturing of frozen potato products (French-fried, patties, puffs, etc.)"
2002650000,311420,1.0,NAICS_2012_Code,"Manufacturing of canned fruits, including canned fruit pie fillings, excluding baby foods"
2002675000,311420,1.0,NAICS_2012_Code,Manufacturing of canned vegetables
2002700000,311420,1.0,NAICS_2012_Code,"Manufacturing of canned tomato-based sauces, including canned salsa, chili sauce, and barbecue sauce, excluding catsup"
2002725000,311420,1.0,NAICS_2012_Code,"Manufacturing of canned jams, jellies, and preserves, including canned fruit butter"
2002750000,311910,1.0,NAICS_2012_Code,Manufacturing of peanut butter and other nut butters
2002750003,311910,1.0,NAICS_2012_Code,"Manufacturing of peanut butter and other nut butters, consumer sizes"
2002750006,311910,1.0,NAICS_2012_Code,"Manufacturing of peanut butter and other nut butters, commercial sizes and bulk"
2002775000,311420,1.0,NAICS_2012_Code,"Manufacturing of pickles and other pickled products, including horseradish (except sauce) and bulk unfinished pickled products"
2002800000,311420,1.0,NAICS_2012_Code,"Manufacturing of dried and dehydrated fruits and vegetables, including freeze-dried"
2002800003,311420,1.0,NAICS_2012_Code,"Manufacturing of dried and dehydrated fruits, including freeze-dried"
2002800006,311420,1.0,NAICS_2012_Code,Manufacturing of dried and dehydrated vegetables
2002825000,311420,1.0,NAICS_2012_Code,"Manufacturing of soup mixes (including oriental, dried and dehydrated, and freeze-dried) and bouillon"
2002850000,311210,1.0,NAICS_2012_Code,"Manufacturing of rice, processed, without other ingredients"
2002875000,3118A0,0.5,NAICS_2007_Code,"Manufacturing of dry macaroni, spaghetti and egg noodle products, including fried noodles, packaged without other ingredients, not frozen or canned"
2002875000,311990,0.5,NAICS_2012_Code,"Manufacturing of dry macaroni, spaghetti and egg noodle products, including fried noodles, packaged without other ingredients, not frozen or canned"
2002900000,311910,1.0,NAICS_2012_Code,"Manufacturing of nuts (salted, roasted, cooked, or blanched), sold in bulk"
2002925000,311910,1.0,NAICS_2012_Code,"Manufacturing of canned nuts (salted, roasted, cooked, or blanched)"
2002950000,311910,1.0,NAICS_2012_Code,"Manufacturing of all other packaged nuts, including all types of seeds (salted, roasted, cooked, or blanched)"
2002975000,311910,1.0,NAICS_2012_Code,"Manufacturing of potato chips and sticks, plain and flavored"
2003000000,311910,1.0,NAICS_2012_Code,"Manufacturing of corn chips and related products, such as tortilla chips, corn chips and curls"
2003025000,311910,1.0,NAICS_2012_Code,"Manufacturing of other chips and sticks (hard pretzels, popped popcorn (excluding candied), etc.), excluding crackers, soft pretzels, and nuts"
2003050000,311940,1.0,NAICS_2012_Code,Manufacturing of vinegar
2003075000,311940,1.0,NAICS_2012_Code,"Manufacturing of prepared sauces, including mustard, Worcestershire, soy, horseradish, and other sauces to be used as a condiment to meat, vegetable, and seafood, excluding tomato and meat-based sauces"
2003100000,311420,1.0,NAICS_2012_Code,Manufacturing of catsup
2003125000,311940,1.0,NAICS_2012_Code,"Manufacturing of spoon-type salad dressing including mayonnaise, sandwich spreads, refrigerated dressings, and all other semisolid-type dressings"
2003150000,311940,1.0,NAICS_2012_Code,"Manufacturing of pourable-type salad dressing (reduced calorie, cheese, vinegar and oil, etc.)"
2003175000,311410,1.0,NAICS_2012_Code,"Manufacturing of frozen dinners, including frozen pizza, rice dishes, meat or poultry pies, tortillas, and egg rolls"
2003200000,311410,1.0,NAICS_2012_Code,"Manufacturing of frozen specialties, not elsewhere classified, such as waffles, pancakes, French toast, soups, etc., excluding dairy and nondairy whipped topping, other frozen dairy product substitutes, and seafood"
2003225000,311230,1.0,NAICS_2012_Code,"Manufacturing of breakfast cereal, excluding infant cereal"
2003250000,311930,1.0,NAICS_2012_Code,"Manufacturing of liquid beverage bases, excluding use by soft drink bottlers"
2003275000,311930,1.0,NAICS_2012_Code,"Manufacturing of liquid beverage bases, concentrates and syrups, for sale by soft drink bottlers to trade or nonbottler distributors"
2003300000,311930,1.0,NAICS_2012_Code,"Manufacturing of soft drink flavoring syrup, sold in bulk"
2003325000,311930,1.0,NAICS_2012_Code,"Manufacturing of flavoring agents, excluding chocolate and soft drink flavoring syrups"
2003325003,311930,1.0,NAICS_2012_Code,"Manufacturing of flavoring syrups for fountain, ice cream, and home beverage use (excluding liquid beverage bases, soft drinks in bulk, and chocolate syrups)"
2003325006,311930,1.0,NAICS_2012_Code,"Manufacturing of fruit, crushed or whole, and concentrated fruit juice products (excluding frozen or hot pack), for fountain and ice cream flavoring agent use"
2003350000,311940,1.0,NAICS_2012_Code,"Manufacturing of flavoring extracts, emulsions, and other liquid flavors and food colorings (excluding synthetic)"
2003375000,311990,1.0,NAICS_2012_Code,"Manufacturing of perishable prepared foods, including salads and sandwiches, vegetables and potatoes peeled and cut, fresh fruits cut and packaged, Mexican specialties, pizza, and tofu (not frozen or canned), and fresh macaroni products"
2003400000,311990,1.0,NAICS_2012_Code,"Manufacturing of eggs (dried, frozen, or liquid)"
2003425000,311230,0.5,NAICS_2012_Code,Manufacturing of canned baby foods and infant cereal (excluding biscuits)
2003425000,311420,0.5,NAICS_2012_Code,Manufacturing of canned baby foods and infant cereal (excluding biscuits)
2003425003,311420,1.0,NAICS_2012_Code,"Manufacturing of canned baby foods, excluding infant cereal and biscuits"
2003425006,311230,1.0,NAICS_2012_Code,Manufacturing of infant cereal
2003450000,311420,1.0,NAICS_2012_Code,"Manufacturing of canned specialty foods, not elsewhere classified, including canned baked beans, spaghetti, ravioli, meat-based sauces, mincemeat, and rice"
2003475000,311420,1.0,NAICS_2012_Code,"Manufacturing of canned soups and stews, excluding frozen and seafood"
2003500000,311420,1.0,NAICS_2012_Code,"Manufacturing of canned dry beans, excluding baked beans"
